attempted_field_goals,field_goal_percentage,three_point_percentage,made_free_throws,defensive_rebounds,total_rebounds,turnovers,personal_fouls
78,0.3333333333333333,0.2619047619047619,15,35,40,16,23
83,0.2905982905982906,0.2702702702702703,20,31,42,16,14
91,0.3208955223880597,0.30612244897959184,10,35,42,19,15
100,0.3150684931506849,0.3076923076923077,9,37,48,15,17
94,0.32857142857142857,0.2777777777777778,7,27,39,17,17
91,0.3208955223880597,0.2647058823529412,20,33,45,13,16
93,0.29545454545454547,0.28888888888888886,13,33,44,9,22
87,0.28688524590163933,0.23076923076923078,19,36,51,13,15
77,0.3063063063063063,0.27906976744186046,14,28,35,17,19
78,0.3157894736842105,0.32432432432432434,12,33,43,21,24
86,0.328125,0.26666666666666666,23,36,50,12,26
83,0.3252032520325203,0.21428571428571427,20,34,43,11,24
86,0.3008130081300813,0.3076923076923077,13,39,45,14,20
84,0.27586206896551724,0.2564102564102564,14,37,45,15,18
113,0.29375,0.3,10,42,60,18,21
100,0.3055555555555556,0.22033898305084745,16,43,50,19,20
76,0.2962962962962963,0.23333333333333334,16,31,37,22,14
97,0.3576158940397351,0.2,5,34,45,8,16
86,0.2773109243697479,0.22580645161290322,18,35,47,20,20
88,0.30708661417322836,0.18421052631578946,15,39,50,19,26
79,0.31896551724137934,0.29411764705882354,9,42,47,20,21
96,0.2558139534883721,0.18421052631578946,18,38,51,6,21
81,0.3135593220338983,0.3333333333333333,9,27,38,12,14
79,0.34710743801652894,0.3125,15,33,41,12,15
82,0.31666666666666665,0.22857142857142856,27,32,40,14,34
76,0.3153153153153153,0.2391304347826087,34,34,38,15,23
80,0.3277310924369748,0.3181818181818182,10,28,42,16,19
79,0.2882882882882883,0.2916666666666667,15,28,38,13,19
80,0.30434782608695654,0.2222222222222222,7,34,46,17,22
82,0.2743362831858407,0.2553191489361702,16,28,37,8,15
72,0.3142857142857143,0.3142857142857143,31,39,52,23,21
95,0.2962962962962963,0.25,17,21,31,6,19
85,0.2975206611570248,0.3076923076923077,12,26,42,14,22
69,0.35514018691588783,0.3783783783783784,21,29,35,13,22
80,0.3277310924369748,0.2631578947368421,8,34,38,9,16
86,0.312,0.16666666666666666,15,32,41,7,14
76,0.36134453781512604,0.3076923076923077,15,37,43,15,20
81,0.2956521739130435,0.26666666666666666,17,22,29,9,17
85,0.3253968253968254,0.34,11,32,40,16,16
89,0.32061068702290074,0.3333333333333333,13,32,39,13,17
81,0.31932773109243695,0.2972972972972973,6,26,32,15,19
85,0.2975206611570248,0.3023255813953488,23,34,46,12,13
87,0.3203125,0.2916666666666667,10,38,42,8,16
91,0.3,0.26666666666666666,9,38,51,10,18
79,0.3130434782608696,0.21875,25,34,42,19,28
83,0.3140495867768595,0.26666666666666666,26,29,39,12,23
91,0.32592592592592595,0.2978723404255319,13,38,47,20,23
92,0.3235294117647059,0.3170731707317073,16,34,39,15,16
86,0.29508196721311475,0.14285714285714285,16,27,37,17,16
88,0.3282442748091603,0.3103448275862069,14,35,47,19,16
79,0.30701754385964913,0.2857142857142857,17,42,49,18,25
88,0.26666666666666666,0.22916666666666666,16,34,42,15,18
91,0.3157894736842105,0.22857142857142856,7,27,32,6,22
77,0.3418803418803419,0.2833333333333333,23,40,52,14,13
79,0.35772357723577236,0.38095238095238093,8,32,38,19,31
79,0.31896551724137934,0.25,30,29,38,12,16
107,0.2866666666666667,0.24444444444444444,19,46,61,14,26
92,0.3082706766917293,0.2857142857142857,22,38,45,12,26
84,0.35384615384615387,0.29411764705882354,5,33,40,17,19
91,0.3157894736842105,0.2692307692307692,17,21,32,10,14
86,0.3008130081300813,0.24489795918367346,8,37,45,11,18
81,0.325,0.22580645161290322,10,34,40,10,13
84,0.30578512396694213,0.23684210526315788,8,34,42,17,23
82,0.32786885245901637,0.2727272727272727,20,37,45,16,19
80,0.3333333333333333,0.2807017543859649,20,30,37,14,20
82,0.344,0.275,22,32,40,14,18
91,0.3106060606060606,0.20588235294117646,12,30,39,12,20
81,0.2956521739130435,0.2222222222222222,17,40,53,19,19
80,0.2982456140350877,0.2,33,31,42,16,16
92,0.3333333333333333,0.2857142857142857,10,34,44,16,31
82,0.32786885245901637,0.25,18,29,37,9,18
81,0.3017241379310345,0.21621621621621623,17,32,43,13,17
75,0.3055555555555556,0.2631578947368421,14,40,46,12,16
80,0.2727272727272727,0.28888888888888886,16,39,44,10,22
82,0.32786885245901637,0.2692307692307692,17,35,48,12,19
82,0.2807017543859649,0.2631578947368421,20,24,38,10,19
89,0.28225806451612906,0.15625,19,29,35,9,15
87,0.33587786259541985,0.2558139534883721,13,42,51,11,23
91,0.35,0.32653061224489793,15,33,43,14,27
85,0.31451612903225806,0.23333333333333334,26,31,39,12,18
77,0.3,0.22580645161290322,20,32,38,12,19
75,0.34782608695652173,0.3181818181818182,16,33,37,12,17
87,0.33076923076923076,0.25,18,29,37,8,20
72,0.3333333333333333,0.3170731707317073,19,34,42,21,18
84,0.25,0.27906976744186046,16,26,41,16,23
74,0.3148148148148148,0.25,22,30,44,16,19
85,0.32,0.3,27,37,47,10,25
90,0.29133858267716534,0.288135593220339,25,35,47,14,30
97,0.26515151515151514,0.18604651162790697,17,36,50,10,25
87,0.3203125,0.25,16,41,50,9,19
73,0.26262626262626265,0.18421052631578946,20,28,39,18,15
77,0.3418803418803419,0.25806451612903225,19,34,42,13,26
79,0.3416666666666667,0.2608695652173913,5,44,53,23,16
96,0.2835820895522388,0.1935483870967742,9,25,37,8,14
85,0.3560606060606061,0.27906976744186046,6,30,35,12,19
82,0.3387096774193548,0.2926829268292683,19,28,35,12,14
86,0.2773109243697479,0.2549019607843137,14,26,35,10,20
79,0.3130434782608696,0.36363636363636365,22,38,49,17,20
85,0.2916666666666667,0.2553191489361702,32,26,45,21,19
86,0.3435114503816794,0.23684210526315788,10,27,40,23,27
90,0.3023255813953488,0.16129032258064516,12,35,50,9,22
81,0.2894736842105263,0.2777777777777778,21,32,44,10,17
78,0.30357142857142855,0.3225806451612903,11,33,38,14,21
74,0.3148148148148148,0.3157894736842105,20,36,41,12,18
93,0.2677165354330709,0.2,11,28,35,7,18
88,0.3333333333333333,0.2545454545454545,17,47,60,14,17
97,0.3120567375886525,0.25,5,35,51,14,20
88,0.30158730158730157,0.2857142857142857,18,29,44,11,11
94,0.29850746268656714,0.275,15,31,46,15,23
85,0.33070866141732286,0.22580645161290322,22,32,42,15,17
91,0.3208955223880597,0.3,24,29,38,8,25
78,0.3157894736842105,0.2982456140350877,29,34,43,17,26
75,0.336283185840708,0.3269230769230769,8,19,22,8,12
72,0.3898305084745763,0.3902439024390244,5,33,35,11,15
88,0.30708661417322836,0.3157894736842105,14,34,43,9,18
87,0.3203125,0.21621621621621623,19,37,43,7,16
85,0.34108527131782945,0.3191489361702128,14,20,27,15,24
82,0.3492063492063492,0.34210526315789475,19,25,40,19,18
86,0.3333333333333333,0.25,15,37,48,15,25
85,0.2975206611570248,0.16666666666666666,21,30,40,14,19
85,0.33070866141732286,0.21875,11,33,49,14,13
83,0.2966101694915254,0.21428571428571427,9,24,34,9,19
85,0.3359375,0.21428571428571427,12,23,30,10,17
75,0.358974358974359,0.29411764705882354,18,32,38,15,19
86,0.2833333333333333,0.2692307692307692,17,39,51,15,16
92,0.3235294117647059,0.2727272727272727,17,38,46,5,18
87,0.32558139534883723,0.23529411764705882,14,28,35,9,32
74,0.32727272727272727,0.3,30,34,43,16,20
82,0.31666666666666665,0.2,13,35,45,18,14
84,0.27586206896551724,0.1,14,27,38,16,14
98,0.3,0.3076923076923077,19,33,51,10,20
90,0.34306569343065696,0.30303030303030304,19,34,41,8,25
95,0.291044776119403,0.2857142857142857,7,38,47,11,15
85,0.2975206611570248,0.24242424242424243,12,44,55,17,22
79,0.3305084745762712,0.2765957446808511,21,31,36,10,22
90,0.3076923076923077,0.29545454545454547,22,32,47,9,26
73,0.3482142857142857,0.375,16,31,37,14,20
85,0.2975206611570248,0.23809523809523808,12,25,38,13,19
84,0.3333333333333333,0.2727272727272727,25,34,47,14,21
86,0.31746031746031744,0.2558139534883721,15,27,36,13,22
88,0.3333333333333333,0.3235294117647059,9,37,44,8,11
86,0.31746031746031744,0.35294117647058826,7,33,42,10,17
80,0.2920353982300885,0.20588235294117646,13,34,41,22,23
85,0.2916666666666667,0.25,23,36,43,17,20
88,0.30708661417322836,0.2926829268292683,13,30,45,7,16
72,0.3142857142857143,0.1875,17,31,37,12,13
87,0.32558139534883723,0.23529411764705882,11,24,28,12,22
86,0.3533834586466165,0.34782608695652173,20,37,49,16,18
93,0.3161764705882353,0.1875,19,33,47,8,17
81,0.325,0.32558139534883723,11,37,45,16,23
88,0.2413793103448276,0.29411764705882354,21,31,50,14,19
82,0.31666666666666665,0.2127659574468085,13,37,47,15,18
84,0.3684210526315789,0.2558139534883721,12,35,42,15,13
92,0.30303030303030304,0.25,14,24,37,12,16
82,0.29914529914529914,0.2631578947368421,25,36,48,15,22
94,0.2878787878787879,0.21052631578947367,18,27,45,10,21
81,0.3017241379310345,0.24489795918367346,25,26,38,13,20
79,0.3524590163934426,0.3076923076923077,18,31,40,14,20
89,0.25210084033613445,0.225,24,37,53,10,24
94,0.29850746268656714,0.2,12,40,56,13,24
84,0.24324324324324326,0.2222222222222222,19,30,42,7,22
81,0.325,0.2682926829268293,18,43,53,9,21
77,0.3063063063063063,0.2222222222222222,9,21,26,12,19
82,0.3333333333333333,0.2608695652173913,13,36,46,10,17
96,0.29411764705882354,0.2413793103448276,8,27,37,9,19
81,0.352,0.29545454545454547,21,40,49,13,13
81,0.2894736842105263,0.2,18,32,42,17,20
91,0.3106060606060606,0.25,14,37,53,15,20
103,0.30405405405405406,0.2631578947368421,15,32,47,6,19
83,0.319672131147541,0.24390243902439024,18,37,41,17,21
87,0.28688524590163933,0.13043478260869565,24,28,38,10,28
72,0.3076923076923077,0.26666666666666666,27,35,41,19,29
93,0.29545454545454547,0.2727272727272727,7,33,45,13,18
80,0.33884297520661155,0.30434782608695654,20,38,43,12,14
81,0.3017241379310345,0.2727272727272727,20,31,40,13,24
94,0.3037037037037037,0.22916666666666666,20,37,53,11,21
91,0.2890625,0.14814814814814814,9,44,51,12,17
86,0.2892561983471074,0.2631578947368421,12,46,50,15,15
78,0.3217391304347826,0.30612244897959184,13,37,43,15,20
87,0.2689075630252101,0.23333333333333334,20,33,52,11,11
92,0.2868217054263566,0.20689655172413793,21,33,43,13,22
86,0.3722627737226277,0.3235294117647059,13,46,50,16,18
78,0.3389830508474576,0.21621621621621623,10,31,35,9,12
79,0.3247863247863248,0.2857142857142857,8,32,39,15,17
71,0.330188679245283,0.19230769230769232,34,32,37,10,20
93,0.2734375,0.2222222222222222,21,27,49,11,26
91,0.3157894736842105,0.2777777777777778,26,37,48,9,24
90,0.34306569343065696,0.2926829268292683,22,35,42,6,26
90,0.31297709923664124,0.3333333333333333,12,33,43,15,18
90,0.34782608695652173,0.34,15,37,43,10,15
85,0.2975206611570248,0.22448979591836735,24,27,34,11,29
87,0.3458646616541353,0.2647058823529412,23,37,52,12,26
74,0.3018867924528302,0.27906976744186046,19,30,37,11,15
79,0.3416666666666667,0.2857142857142857,15,33,40,11,19
80,0.2727272727272727,0.24561403508771928,24,36,43,16,23
82,0.31092436974789917,0.21621621621621623,17,34,44,16,22
71,0.3238095238095238,0.24324324324324326,19,27,33,16,14
75,0.35344827586206895,0.25,15,29,36,16,18
87,0.28688524590163933,0.28125,10,32,41,15,17
82,0.31092436974789917,0.2972972972972973,17,39,48,18,17
87,0.32558139534883723,0.3333333333333333,10,32,37,13,26
75,0.3181818181818182,0.25,36,39,47,15,18
90,0.31297709923664124,0.2631578947368421,20,32,44,9,26
80,0.33884297520661155,0.3103448275862069,28,33,43,9,18
93,0.3161764705882353,0.2413793103448276,14,32,43,10,15
85,0.3359375,0.3157894736842105,15,33,40,15,20
89,0.3153846153846154,0.23076923076923078,23,34,47,10,10
87,0.31496062992125984,0.26666666666666666,12,35,43,17,25
86,0.328125,0.21951219512195122,28,34,49,13,21
94,0.32857142857142857,0.13636363636363635,11,24,35,12,22
79,0.3305084745762712,0.2972972972972973,22,46,54,18,23
89,0.25210084033613445,0.10344827586206896,24,31,43,11,18
83,0.35658914728682173,0.36065573770491804,14,38,43,15,23
85,0.33070866141732286,0.20512820512820512,28,27,31,8,19
85,0.32,0.23684210526315788,8,31,43,9,23
83,0.3140495867768595,0.21875,12,35,45,12,19
85,0.3253968253968254,0.3023255813953488,16,31,47,10,19
80,0.3162393162393162,0.25806451612903225,19,29,37,9,23
88,0.30158730158730157,0.2727272727272727,13,34,48,18,15
105,0.304635761589404,0.26,6,32,51,11,22
89,0.2992125984251969,0.22580645161290322,13,27,35,14,13
88,0.34814814814814815,0.3333333333333333,9,35,45,16,15
85,0.2975206611570248,0.21875,10,31,46,20,18
89,0.31007751937984496,0.3181818181818182,10,32,45,13,16
93,0.32608695652173914,0.25,9,34,41,13,25
87,0.28688524590163933,0.1794871794871795,25,38,48,13,12
84,0.26956521739130435,0.16129032258064516,12,36,46,14,13
81,0.3076923076923077,0.25,13,39,45,11,11
94,0.34265734265734266,0.4166666666666667,15,25,38,7,22
85,0.37037037037037035,0.35294117647058826,23,31,38,10,17
94,0.3037037037037037,0.20833333333333334,18,42,51,6,24
84,0.3114754098360656,0.1875,21,44,48,10,19
88,0.3383458646616541,0.3333333333333333,15,29,40,8,17
81,0.352,0.3076923076923077,11,28,37,12,20
81,0.2956521739130435,0.23076923076923078,21,37,46,15,19
82,0.31666666666666665,0.24390243902439024,18,38,43,11,24
95,0.291044776119403,0.23404255319148937,16,34,45,9,19
79,0.3305084745762712,0.2978723404255319,16,42,50,17,22
105,0.33544303797468356,0.2857142857142857,26,39,54,14,32
106,0.3161290322580645,0.2571428571428571,32,28,43,11,33
86,0.3228346456692913,0.17391304347826086,21,31,44,7,20
85,0.2796610169491525,0.2857142857142857,14,30,43,16,18
93,0.27906976744186046,0.25,15,32,47,17,21
76,0.32142857142857145,0.2631578947368421,24,36,42,16,21
89,0.34074074074074073,0.30612244897959184,9,28,36,7,18
89,0.32575757575757575,0.23809523809523808,17,34,45,11,20
77,0.35833333333333334,0.29411764705882354,27,33,44,21,32
88,0.296,0.2702702702702703,26,23,35,16,29
76,0.3504273504273504,0.3181818181818182,18,38,44,16,21
86,0.3008130081300813,0.2727272727272727,13,30,42,16,21
92,0.31343283582089554,0.18604651162790697,18,36,46,12,22
93,0.3161764705882353,0.3076923076923077,12,35,47,10,24
96,0.26717557251908397,0.16216216216216217,19,33,52,12,18
82,0.3050847457627119,0.2647058823529412,17,42,52,13,22
108,0.3032258064516129,0.2978723404255319,16,38,50,8,16
104,0.30201342281879195,0.2894736842105263,19,43,58,12,21
76,0.3090909090909091,0.23529411764705882,20,28,37,24,25
81,0.3305785123966942,0.25925925925925924,27,34,41,17,24
93,0.32116788321167883,0.325,26,33,43,14,23
91,0.33088235294117646,0.2978723404255319,27,34,40,12,20
90,0.3181818181818182,0.28888888888888886,13,30,43,15,29
83,0.3412698412698413,0.28888888888888886,28,32,40,10,17
79,0.3247863247863248,0.23529411764705882,21,28,38,14,29
71,0.35454545454545455,0.28125,26,30,34,19,24
82,0.2743362831858407,0.2702702702702703,28,36,50,8,17
87,0.28688524590163933,0.2413793103448276,14,38,50,14,23
87,0.2926829268292683,0.24390243902439024,21,23,40,16,22
77,0.33620689655172414,0.2413793103448276,19,36,47,21,22
89,0.36428571428571427,0.3191489361702128,14,25,30,3,14
87,0.3409090909090909,0.2916666666666667,14,31,47,15,19
89,0.25833333333333336,0.2,18,39,48,14,17
92,0.3082706766917293,0.25,8,43,52,15,20
80,0.3103448275862069,0.08333333333333333,24,25,32,8,12
72,0.3394495412844037,0.3181818181818182,10,34,38,19,23
92,0.3284671532846715,0.2830188679245283,19,42,49,11,20
93,0.3161764705882353,0.2826086956521739,16,34,43,13,20
91,0.34532374100719426,0.28888888888888886,16,39,46,14,21
90,0.3233082706766917,0.3064516129032258,17,33,40,12,17
92,0.29770992366412213,0.2708333333333333,20,21,35,12,18
82,0.38345864661654133,0.3076923076923077,20,40,48,20,16
93,0.37583892617449666,0.3181818181818182,7,37,44,9,17
92,0.2923076923076923,0.25,9,29,45,17,10
86,0.3228346456692913,0.2727272727272727,13,30,35,9,14
84,0.33858267716535434,0.3333333333333333,8,34,41,12,16
84,0.328,0.16666666666666666,16,22,30,14,20
75,0.3697478991596639,0.34615384615384615,25,28,34,16,23
89,0.32061068702290074,0.30612244897959184,17,42,51,15,19
91,0.2777777777777778,0.16216216216216217,22,39,48,12,19
87,0.30952380952380953,0.24242424242424243,20,31,43,15,25
80,0.3103448275862069,0.2413793103448276,33,32,45,13,21
82,0.3333333333333333,0.3181818181818182,12,35,42,20,18
84,0.3114754098360656,0.1794871794871795,15,30,36,14,21
86,0.3228346456692913,0.2692307692307692,14,28,36,14,20
81,0.37209302325581395,0.28125,16,36,42,12,21
87,0.35555555555555557,0.3023255813953488,15,39,45,12,18
89,0.32061068702290074,0.2537313432835821,13,32,38,10,17
95,0.3493150684931507,0.30612244897959184,10,35,46,13,23
100,0.3103448275862069,0.23076923076923078,18,30,45,10,15
76,0.2692307692307692,0.23333333333333334,21,34,43,12,15
94,0.2878787878787879,0.14285714285714285,9,39,56,10,22
78,0.36065573770491804,0.3333333333333333,25,34,42,18,19
92,0.3475177304964539,0.30434782608695654,12,27,34,13,24
84,0.3114754098360656,0.26666666666666666,3,45,53,17,16
86,0.3064516129032258,0.2857142857142857,9,33,37,10,11
99,0.2978723404255319,0.26666666666666666,12,40,56,14,17
94,0.2878787878787879,0.2,9,34,46,16,19
84,0.28205128205128205,0.2702702702702703,26,36,48,13,23
86,0.2892561983471074,0.25,20,35,46,16,25
80,0.3277310924369748,0.2777777777777778,20,31,39,19,26
94,0.2878787878787879,0.2222222222222222,19,29,44,14,19
86,0.3582089552238806,0.23255813953488372,23,31,43,11,22
77,0.3474576271186441,0.2916666666666667,21,23,28,11,23
78,0.2777777777777778,0.2413793103448276,11,28,34,12,14
90,0.3283582089552239,0.3181818181818182,12,42,55,12,17
83,0.26548672566371684,0.23529411764705882,21,28,39,16,16
80,0.34959349593495936,0.3023255813953488,11,38,44,15,20
83,0.2966101694915254,0.1891891891891892,12,37,46,23,23
87,0.3203125,0.2682926829268293,10,37,44,15,16
98,0.2740740740740741,0.21739130434782608,8,32,44,4,17
91,0.24793388429752067,0.16216216216216217,19,43,55,16,14
90,0.296875,0.24193548387096775,10,30,42,13,20
75,0.336283185840708,0.32432432432432434,20,30,35,11,15
80,0.2727272727272727,0.23809523809523808,16,25,34,16,15
86,0.3582089552238806,0.32608695652173914,14,39,49,12,19
94,0.2932330827067669,0.25,30,40,54,16,25
91,0.3,0.21428571428571427,24,35,45,18,25
78,0.2972972972972973,0.17142857142857143,26,31,38,15,19
90,0.3283582089552239,0.3333333333333333,19,34,47,9,20
94,0.3333333333333333,0.30612244897959184,22,31,45,17,26
98,0.3333333333333333,0.27450980392156865,15,32,46,19,28
76,0.3153153153153153,0.2765957446808511,15,38,46,25,17
94,0.3088235294117647,0.2647058823529412,13,29,39,9,22
80,0.3277310924369748,0.2413793103448276,25,35,45,15,26
78,0.3217391304347826,0.27586206896551724,21,30,34,14,22
83,0.3140495867768595,0.2727272727272727,18,49,59,16,23
92,0.2755905511811024,0.2,20,31,40,7,20
94,0.3037037037037037,0.2608695652173913,19,27,37,15,16
86,0.3582089552238806,0.3076923076923077,20,43,49,18,25
82,0.31092436974789917,0.23809523809523808,18,36,44,11,18
83,0.3252032520325203,0.23684210526315788,14,29,37,8,16
86,0.31746031746031744,0.22857142857142856,12,34,42,11,17
88,0.30708661417322836,0.30357142857142855,19,31,43,7,19
81,0.3305785123966942,0.3235294117647059,19,32,42,14,16
92,0.34285714285714286,0.25806451612903225,7,29,38,9,24
101,0.2986111111111111,0.22727272727272727,18,43,51,15,27
100,0.2805755395683453,0.26666666666666666,23,44,55,16,27
86,0.312,0.2702702702702703,18,40,51,16,14
86,0.31746031746031744,0.3,15,34,37,11,17
95,0.33098591549295775,0.2962962962962963,12,26,39,11,16
85,0.3609022556390977,0.3023255813953488,15,33,43,16,15
74,0.3148148148148148,0.20588235294117646,21,29,34,17,24
79,0.35772357723577236,0.2413793103448276,14,32,40,16,23
96,0.2835820895522388,0.2127659574468085,21,37,56,14,26
85,0.3089430894308943,0.3333333333333333,23,33,47,16,25
84,0.30578512396694213,0.2549019607843137,12,29,37,13,15
100,0.34210526315789475,0.24390243902439024,13,41,56,5,17
93,0.30597014925373134,0.22857142857142856,19,27,39,12,18
82,0.359375,0.21428571428571427,14,32,41,16,18
90,0.3283582089552239,0.2972972972972973,8,29,37,10,12
82,0.32786885245901637,0.25806451612903225,12,37,45,18,14
79,0.3130434782608696,0.275,16,32,41,13,23
83,0.3412698412698413,0.2571428571428571,19,33,38,4,22
87,0.2564102564102564,0.27586206896551724,18,33,43,16,19
77,0.32456140350877194,0.2553191489361702,13,46,55,25,23
81,0.3467741935483871,0.30303030303030304,21,34,42,15,20
84,0.30578512396694213,0.29545454545454547,19,27,38,14,17
97,0.2867647058823529,0.15384615384615385,8,44,64,13,19
90,0.28,0.25,12,30,37,5,16
93,0.3404255319148936,0.3225806451612903,8,43,54,13,14
74,0.26732673267326734,0.24489795918367346,14,33,35,17,11
83,0.319672131147541,0.29411764705882354,22,36,39,8,22
84,0.33858267716535434,0.2777777777777778,15,39,43,11,22
80,0.3333333333333333,0.3076923076923077,18,38,44,16,23
95,0.2857142857142857,0.1956521739130435,12,26,40,12,18
94,0.32857142857142857,0.3142857142857143,22,35,46,14,19
79,0.3247863247863248,0.25806451612903225,22,29,33,16,21
83,0.3252032520325203,0.2571428571428571,23,34,40,12,26
100,0.3103448275862069,0.24,19,32,49,13,30
81,0.3467741935483871,0.3023255813953488,15,31,37,15,25
87,0.33076923076923076,0.05263157894736842,19,33,45,14,23
77,0.3063063063063063,0.2391304347826087,23,31,40,12,26
88,0.296,0.20833333333333334,26,36,50,9,26
90,0.3023255813953488,0.21621621621621623,17,26,34,8,21
82,0.3543307086614173,0.17391304347826086,16,36,47,14,21
80,0.2857142857142857,0.1935483870967742,18,31,41,18,22
80,0.3277310924369748,0.25925925925925924,19,34,45,14,22
98,0.3146853146853147,0.3125,17,38,48,16,19
96,0.3333333333333333,0.3125,13,40,51,18,20
92,0.31851851851851853,0.25,10,28,39,12,17
78,0.3445378151260504,0.2857142857142857,12,36,45,23,17
76,0.2897196261682243,0.2857142857142857,11,38,45,20,15
87,0.2926829268292683,0.2549019607843137,8,35,47,15,17
89,0.32575757575757575,0.2708333333333333,15,35,46,18,18
82,0.31666666666666665,0.28205128205128205,16,34,37,19,19
84,0.33858267716535434,0.29545454545454547,22,31,39,17,19
85,0.33070866141732286,0.23529411764705882,23,34,44,15,25
89,0.2764227642276423,0.1875,25,26,35,9,16
106,0.3333333333333333,0.3,9,45,63,9,25
87,0.31496062992125984,0.2765957446808511,17,30,43,14,24
80,0.3162393162393162,0.28205128205128205,20,38,46,18,25
77,0.26666666666666666,0.2553191489361702,20,37,45,14,26
78,0.2909090909090909,0.25,26,38,46,12,19
77,0.2803738317757009,0.22580645161290322,11,28,36,14,28
70,0.27835051546391754,0.2413793103448276,26,35,47,14,18
85,0.30327868852459017,0.17073170731707318,14,37,46,11,15
85,0.31451612903225806,0.3225806451612903,9,38,44,14,18
79,0.35772357723577236,0.25,15,33,43,11,13
85,0.2975206611570248,0.28205128205128205,11,25,33,12,20
83,0.3515625,0.3333333333333333,6,27,36,16,17
95,0.3402777777777778,0.2702702702702703,10,27,43,12,12
101,0.3082191780821918,0.2222222222222222,11,25,39,11,22
82,0.3543307086614173,0.2692307692307692,22,34,43,18,16
94,0.2932330827067669,0.24193548387096775,19,39,53,11,14
80,0.3162393162393162,0.2978723404255319,7,34,38,19,19
80,0.33884297520661155,0.2926829268292683,25,28,40,15,21
95,0.3624161073825503,0.2,13,27,41,11,22
92,0.3082706766917293,0.2926829268292683,11,32,45,12,11
87,0.32558139534883723,0.32075471698113206,6,34,40,14,11
97,0.2867647058823529,0.23529411764705882,15,38,57,9,22
83,0.28448275862068967,0.24324324324324326,16,41,50,14,15
95,0.3115942028985507,0.23529411764705882,13,48,59,14,31
90,0.27419354838709675,0.2037037037037037,22,35,39,8,17
85,0.3359375,0.2608695652173913,13,27,37,16,24
82,0.359375,0.27906976744186046,22,34,39,15,22
83,0.25892857142857145,0.2,15,30,41,15,16
79,0.3416666666666667,0.34146341463414637,16,37,43,15,17
81,0.3671875,0.2727272727272727,24,27,30,6,20
93,0.32608695652173914,0.24242424242424243,27,30,44,10,23
99,0.2978723404255319,0.21818181818181817,17,34,47,15,22
93,0.33093525179856115,0.30303030303030304,17,41,47,15,19
79,0.2403846153846154,0.125,25,32,40,15,23
76,0.3153153153153153,0.275,16,46,49,13,18
79,0.3305084745762712,0.3055555555555556,14,30,38,17,27
80,0.34959349593495936,0.2692307692307692,27,31,38,11,17
95,0.32142857142857145,0.21951219512195122,24,34,46,19,17
97,0.32167832167832167,0.2608695652173913,14,34,44,22,27
88,0.35294117647058826,0.3235294117647059,13,34,42,6,22
85,0.2916666666666667,0.1956521739130435,18,31,45,12,16
87,0.29838709677419356,0.26666666666666666,17,29,37,9,13
86,0.31746031746031744,0.2647058823529412,13,39,50,15,23
82,0.3387096774193548,0.36,26,43,51,9,24
87,0.2689075630252101,0.2558139534883721,29,34,45,11,23
84,0.3225806451612903,0.25,19,36,40,14,19
88,0.3230769230769231,0.2909090909090909,19,38,45,9,23
85,0.3253968253968254,0.2727272727272727,24,35,48,16,23
94,0.31386861313868614,0.2,15,31,43,15,22
84,0.33858267716535434,0.3225806451612903,22,40,49,15,11
86,0.328125,0.3409090909090909,8,35,38,16,24
94,0.2878787878787879,0.22807017543859648,13,24,37,12,21
79,0.35772357723577236,0.2857142857142857,15,37,41,18,17
96,0.2835820895522388,0.2553191489361702,26,32,44,13,23
82,0.3387096774193548,0.3125,29,42,48,18,26
84,0.28205128205128205,0.1891891891891892,15,31,37,13,28
86,0.29508196721311475,0.23076923076923078,14,41,59,18,19
95,0.2857142857142857,0.21951219512195122,26,32,44,15,31
81,0.3305785123966942,0.1935483870967742,31,38,48,21,28
77,0.3474576271186441,0.35,13,35,43,14,18
81,0.3076923076923077,0.21428571428571427,13,29,38,13,12
81,0.31932773109243695,0.3333333333333333,20,29,44,17,25
76,0.2962962962962963,0.2222222222222222,25,28,39,23,22
100,0.3103448275862069,0.20588235294117646,19,42,55,15,14
101,0.28368794326241137,0.2753623188405797,14,41,53,18,24
78,0.3275862068965517,0.22857142857142856,18,30,35,16,24
86,0.31746031746031744,0.23529411764705882,17,32,47,18,23
98,0.3049645390070922,0.30434782608695654,9,26,37,7,21
90,0.3076923076923077,0.2619047619047619,17,36,51,16,15
89,0.29365079365079366,0.2807017543859649,21,31,43,13,15
91,0.3357664233576642,0.3269230769230769,9,34,43,9,16
80,0.30434782608695654,0.2702702702702703,13,34,43,12,20
89,0.29365079365079366,0.2,10,31,43,10,22
82,0.29310344827586204,0.32142857142857145,23,35,42,9,20
83,0.2966101694915254,0.2653061224489796,12,41,47,14,28
84,0.3333333333333333,0.2826086956521739,22,44,49,15,16
106,0.2980132450331126,0.20408163265306123,12,35,49,11,19
82,0.32786885245901637,0.3611111111111111,16,33,40,16,23
98,0.3287671232876712,0.32608695652173914,22,36,49,9,18
97,0.302158273381295,0.16666666666666666,15,34,54,19,25
87,0.31496062992125984,0.25,19,31,48,20,16
82,0.29914529914529914,0.20588235294117646,22,33,45,14,15
91,0.3106060606060606,0.2631578947368421,13,29,44,11,19
82,0.31666666666666665,0.29411764705882354,20,36,46,15,28
76,0.30275229357798167,0.28205128205128205,24,33,38,9,25
